Wk,Day,Date,Home,xG,Score,xG,Away,Attendance,Venue,Referee
,,,,,,,,,,
17,Tue,1/15/19,Angers,2.7,1–2,0.5,Bordeaux,10836,Stade Raymond Kopa,Eric Wattellier
17,Wed,1/16/19,Nîmes,0.6,1–0,0.5,Nantes,12806,Stade des Costières,Hakim Ben El Hadj Salem
17,Wed,1/16/19,Monaco,1.6,1–1,1.1,Nice,11345,Stade Louis II.,Benoît Bastien
17,Wed,1/16/19,Toulouse,0.9,2–2,1.9,Lyon,16587,Stadium Municipal,Ruddy Buquet
,,,,,,,,,,
18,Wed,1/16/19,Guingamp,0.8,2–1,1.3,Rennes,14179,Stade du Roudourou,Clément Turpin
,,,,,,,,,,
17,Wed,1/16/19,Saint-Étienne,1.9,2–1,1.1,Marseille,28146,Stade Geoffroy-Guichard,Antony Gautier
,,,,,,,,,,
21,Fri,1/18/19,Lille,2.2,2–1,0.2,Amiens,27211,Stade Pierre-Mauroy,Willy Delajod
21,Sat,1/19/19,Paris S-G,4.3,9–0,0,Guingamp,47268,Parc des Princes,Amaury Delerue
21,Sat,1/19/19,Monaco,1.1,1–5,1.2,Strasbourg,7298,Stade Louis II.,François Letexier
21,Sat,1/19/19,Nîmes,1.3,0–1,0.8,Toulouse,12736,Stade des Costières,Jérôme Brisard
21,Sat,1/19/19,Reims,1,1–1,1.4,Nice,11776,Stade Auguste-Delaune II,Olivier Thual
21,Sun,1/20/19,Rennes,0.8,0–0,0.4,Montpellier,23990,Roazhon Park,Jérôme Miguelgorry
21,Sun,1/20/19,Angers,0.2,1–0,1,Nantes,12412,Stade Raymond Kopa,Benoît Millot
21,Sun,1/20/19,Caen,0.5,0–1,0.9,Marseille,19607,Stade Michel d'Ornano,Franck Schneider
21,Sun,1/20/19,Bordeaux,1.8,1–0,1,Dijon,13380,Stade Matmut-Atlantique,Johan Hamel
21,Sun,1/20/19,Saint-Étienne,1.8,1–2,2.3,Lyon,41594,Stade Geoffroy-Guichard,Benoît Bastien
,,,,,,,,,,
20,Wed,1/23/19,Nîmes,1.5,3–1,1.4,Angers,12015,Stade des Costières,Olivier Thual
,,,,,,,,,,
22,Fri,1/25/19,Marseille,1.3,1–2,2.1,Lille,43845,Orange Vélodrome,Amaury Delerue
22,Sat,1/26/19,Guingamp,0.7,0–1,0.7,Reims,13853,Stade du Roudourou,Thomas Léonard
22,Sat,1/26/19,Nice,1.6,2–0,0.7,Nîmes,15982,Stade de Nice,Benoît Millot
22,Sat,1/26/19,Strasbourg,0.4,1–0,0.7,Bordeaux,25214,Stade de la Meinau,Florent Batta
22,Sat,1/26/19,Dijon,1.5,2–0,1.6,Monaco,12060,Stade Gaston Gérard,Eric Wattellier
22,Sun,1/27/19,Montpellier,1,2–0,0.4,Caen,11001,Stade de la Mosson,Hakim Ben El Hadj Salem
22,Sun,1/27/19,Amiens,1,0–1,1.3,Lyon,10017,Stade de la Licorne,Jérôme Miguelgorry
22,Sun,1/27/19,Toulouse,1.5,0–0,1.3,Angers,11296,Stadium Municipal,Johan Hamel
22,Sun,1/27/19,Paris S-G,3.3,4–1,1.2,Rennes,43307,Parc des Princes,Karim Abed
22,Wed,1/30/19,Nantes,1.3,1–1,1.9,Saint-Étienne,28748,Stade de la Beaujoire - Louis Fonteneau,Franck Schneider
,,,,,,,,,,
23,Fri,2/1/19,Lille,1.6,4–0,0.3,Nice,32849,Stade Pierre-Mauroy,Jérôme Miguelgorry
23,Sat,2/2/19,Monaco,1.3,2–1,1.2,Toulouse,5896,Stade Louis II.,Mikael Lesage
23,Sat,2/2/19,Rennes,1.7,1–0,0.5,Amiens,17783,Roazhon Park,Olivier Thual
23,Sat,2/2/19,Angers,1.5,1–0,0.4,Dijon,8451,Stade Raymond Kopa,Florent Batta
23,Sat,2/2/19,Reims,1.2,2–1,0.8,Marseille,20546,Stade Auguste-Delaune II,François Letexier
23,Sun,2/3/19,Nîmes,0.7,1–1,0.6,Montpellier,18045,Stade des Costières,Antony Gautier
23,Sun,2/3/19,Lyon,2.9,2–1,1.9,Paris S-G,57624,Groupama Stadium,Clément Turpin
,,,,,,,,,,
18,Tue,2/5/19,Marseille,1.9,1–0,0.3,Bordeaux,,Orange Vélodrome,Jérôme Brisard
,,,,,,,,,,
24,Fri,2/8/19,Dijon,0.8,1–2,1.4,Marseille,15095,Stade Gaston Gérard,Thomas Léonard
24,Sat,2/9/19,Paris S-G,2.3,1–0,0.6,Bordeaux,47274,Parc des Princes,Ruddy Buquet
24,Sat,2/9/19,Strasbourg,1.2,1–2,0.9,Angers,25010,Stade de la Meinau,Amaury Delerue
24,Sat,2/9/19,Amiens,0.8,1–0,0.4,Caen,9373,Stade de la Licorne,Eric Wattellier
24,Sun,2/10/19,Montpellier,1.3,2–2,1.5,Monaco,13709,Stade de la Mosson,Franck Schneider
24,Sun,2/10/19,Toulouse,0.6,1–1,1.7,Reims,15240,Stadium Municipal,Karim Abed
24,Sun,2/10/19,Nantes,1.9,2–4,1.8,Nîmes,34219,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin
24,Sun,2/10/19,Rennes,2.5,3–0,1.6,Saint-Étienne,24230,Roazhon Park,Johan Hamel
24,Sun,2/10/19,Guingamp,0.3,0–2,1.4,Lille,13886,Stade du Roudourou,Benoît Bastien
24,Sun,2/10/19,Nice,1.4,1–0,1.5,Lyon,22193,Stade de Nice,Mikael Lesage
,,,,,,,,,,
23,Wed,2/13/19,Saint-Étienne,1.6,2–1,0.6,Strasbourg,16406,Stade Geoffroy-Guichard,Jérôme Brisard
23,Wed,2/13/19,Caen,0.5,0–1,1.5,Nantes,16627,Stade Michel d'Ornano,Willy Delajod
,,,,,,,,,,
25,Fri,2/15/19,Nîmes,0.9,2–0,1.1,Dijon,12703,Stade des Costières,Jérôme Miguelgorry
25,Fri,2/15/19,Lyon,1.3,2–1,1.4,Guingamp,40305,Groupama Stadium,Antony Gautier
25,Sat,2/16/19,Marseille,1,2–0,0.9,Amiens,50871,Orange Vélodrome,Johan Hamel
25,Sat,2/16/19,Angers,2,3–0,0.8,Nice,11117,Stade Raymond Kopa,Franck Schneider
25,Sat,2/16/19,Monaco,1.1,1–0,0.4,Nantes,7557,Stade Louis II.,Olivier Thual
25,Sun,2/17/19,Lille,0.9,0–0,0.5,Montpellier,36967,Stade Pierre-Mauroy,Ruddy Buquet
25,Sun,2/17/19,Bordeaux,0.6,2–1,1.8,Toulouse,19332,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem
25,Sun,2/17/19,Caen,0.7,0–0,0.9,Strasbourg,14290,Stade Michel d'Ornano,Thomas Léonard
25,Sun,2/17/19,Reims,0.8,2–0,0.4,Rennes,14792,Stade Auguste-Delaune II,Florent Batta
25,Sun,2/17/19,Saint-Étienne,0.8,0–1,1.4,Paris S-G,39652,Stade Geoffroy-Guichard,Benoît Bastien
,,,,,,,,,,
23,Wed,2/20/19,Bordeaux,0.9,0–0,1.2,Guingamp,14527,Stade Matmut-Atlantique,Willy Delajod
,,,,,,,,,,
17,Wed,2/20/19,Paris S-G,3.3,5–1,1.3,Montpellier,47198,Parc des Princes,François Letexier
,,,,,,,,,,
26,Fri,2/22/19,Dijon,0.4,0–1,1.2,Saint-Étienne,13511,Stade Gaston Gérard,Karim Abed
26,Fri,2/22/19,Strasbourg,0.6,1–1,1.1,Lille,25303,Stade de la Meinau,Clément Turpin
26,Sat,2/23/19,Paris S-G,3.8,3–0,0.3,Nîmes,47377,Parc des Princes,Amaury Delerue
26,Sat,2/23/19,Guingamp,0.4,1–0,0.3,Angers,16306,Stade du Roudourou,Jérôme Miguelgorry
26,Sat,2/23/19,Amiens,1.2,1–0,0.2,Nice,11074,Stade de la Licorne,Thomas Léonard
26,Sun,2/24/19,Montpellier,1.5,2–4,2.3,Reims,11124,Stade de la Mosson,Willy Delajod
26,Sun,2/24/19,Nantes,2,1–0,0.2,Bordeaux,21910,Stade de la Beaujoire - Louis Fonteneau,Nicolas Rainville
26,Sun,2/24/19,Toulouse,1.1,1–1,2.5,Caen,20439,Stadium Municipal,François Letexier
26,Sun,2/24/19,Rennes,1.1,1–1,0.6,Marseille,28014,Roazhon Park,Mikael Lesage
26,Sun,2/24/19,Monaco,1,2–0,1.4,Lyon,10157,Stade Louis II.,Benoît Millot
,,,,,,,,,,
27,Sat,3/2/19,Caen,0.3,1–2,4,Paris S-G,20076,Stade Michel d'Ornano,Hakim Ben El Hadj Salem
27,Sat,3/2/19,Angers,1.2,2–2,1.4,Monaco,11391,Stade Raymond Kopa,Antony Gautier
27,Sat,3/2/19,Reims,1,2–2,1.9,Amiens,12549,Stade Auguste-Delaune II,Franck Schneider
27,Sun,3/3/19,Guingamp,0.5,0–0,0.9,Nantes,15025,Stade du Roudourou,Ruddy Buquet
27,Sun,3/3/19,Lille,1.2,1–0,0.5,Dijon,32722,Stade Pierre-Mauroy,Olivier Thual
27,Sun,3/3/19,Nice,1.5,1–0,0.4,Strasbourg,17479,Stade de Nice,Eric Wattellier
27,Sun,3/3/19,Lyon,4.1,5–1,0.3,Toulouse,44881,Groupama Stadium,Thomas Léonard
27,Sun,3/3/19,Marseille,2,2–0,0.3,Saint-Étienne,57337,Orange Vélodrome,Clément Turpin
27,Tue,3/5/19,Bordeaux,1.4,1–2,1.3,Montpellier,14522,Stade Matmut-Atlantique,Jérôme Brisard
,,,,,,,,,,
28,Sat,3/9/19,Strasbourg,0.8,2–2,3.2,Lyon,25463,Stade de la Meinau,Jérôme Miguelgorry
28,Sat,3/9/19,Monaco,1.3,1–1,1.8,Bordeaux,8042,Stade Louis II.,François Letexier
28,Sat,3/9/19,Amiens,2.3,2–1,0.8,Nîmes,10523,Stade de la Licorne,Willy Delajod
28,Sat,3/9/19,Dijon,0.9,1–1,3.9,Reims,12317,Stade Gaston Gérard,Florent Batta
28,Sun,3/10/19,Toulouse,1.5,1–0,0.7,Guingamp,19802,Stadium Municipal,Jérôme Brisard
28,Sun,3/10/19,Saint-Étienne,0.5,0–1,1.7,Lille,26648,Stade Geoffroy-Guichard,Mikael Lesage
28,Sun,3/10/19,Montpellier,1,2–2,1.6,Angers,10931,Stade de la Mosson,Karim Abed
28,Sun,3/10/19,Rennes,2.5,3–1,0.2,Caen,23676,Roazhon Park,Benoît Millot
28,Sun,3/10/19,Marseille,0.6,1–0,0.3,Nice,50935,Orange Vélodrome,Benoît Bastien
,,,,,,,,,,
18,Tue,3/12/19,Dijon,0.4,0–4,3,Paris S-G,15117,Stade Gaston Gérard,Jérôme Miguelgorry
,,,,,,,,,,
29,Fri,3/15/19,Nice,0.6,1–1,1.2,Toulouse,14402,Stade de Nice,Olivier Thual
29,Fri,3/15/19,Lille,1.7,0–1,1.6,Monaco,37724,Stade Pierre-Mauroy,Hakim Ben El Hadj Salem
29,Sat,3/16/19,Guingamp,1.7,1–0,0.4,Dijon,15834,Stade du Roudourou,Mikael Lesage
29,Sat,3/16/19,Nîmes,1.9,2–2,0.6,Strasbourg,13114,Stade des Costières,Amaury Delerue
29,Sat,3/16/19,Angers,1.5,0–0,0.7,Amiens,10427,Stade Raymond Kopa,Benoît Millot
29,Sat,3/16/19,Caen,0,0–5,2.1,Saint-Étienne,18276,Stade Michel d'Ornano,Florent Batta
29,Sun,3/17/19,Lyon,2.5,3–2,0.6,Montpellier,47134,Groupama Stadium,Clément Turpin
29,Sun,3/17/19,Reims,0.8,1–0,0.3,Nantes,14806,Stade Auguste-Delaune II,Johan Hamel
29,Sun,3/17/19,Bordeaux,1.4,1–1,0.6,Rennes,19807,Stade Matmut-Atlantique,Eric Wattellier
29,Sun,3/17/19,Paris S-G,1.4,3–1,0.3,Marseille,47647,Parc des Princes,Antony Gautier
,,,,,,,,,,
30,Fri,3/29/19,Rennes,1.2,0–1,1.7,Lyon,27094,Roazhon Park,Antony Gautier
30,Sat,3/30/19,Marseille,1.3,2–2,2.3,Angers,53507,Orange Vélodrome,Jérôme Miguelgorry
30,Sun,3/31/19,Monaco,1.7,0–1,0.8,Caen,7031,Stade Louis II.,Ruddy Buquet
30,Sun,3/31/19,Dijon,0.7,0–1,0.8,Nice,12345,Stade Gaston Gérard,Nicolas Rainville
30,Sun,3/31/19,Amiens,1.5,0–0,0.6,Bordeaux,11765,Stade de la Licorne,Mikael Lesage
30,Sun,3/31/19,Nantes,2,2–3,2.9,Lille,25045,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod
30,Sun,3/31/19,Toulouse,1.2,0–1,1.5,Paris S-G,27147,Stadium Municipal,Amaury Delerue
30,Mon,4/1/19,Saint-Étienne,2.4,2–1,1.2,Nîmes,22595,Stade Geoffroy-Guichard,Karim Abed
30,Wed,4/3/19,Strasbourg,2.1,4–0,0.6,Reims,25081,Stade de la Meinau,Jeremy Stinat
30,Wed,4/3/19,Montpellier,1.9,2–0,0.4,Guingamp,11187,Stade de la Mosson,Franck Schneider
,,,,,,,,,,
31,Fri,4/5/19,Bordeaux,1.3,2–0,1.5,Marseille,34152,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem
31,Sat,4/6/19,Lyon,2.5,1–3,0.6,Dijon,52431,Groupama Stadium,Johan Hamel
31,Sat,4/6/19,Nîmes,1,2–0,0.2,Caen,12183,Stade des Costières,Olivier Thual
31,Sat,4/6/19,Guingamp,0.4,1–1,1.8,Monaco,13997,Stade du Roudourou,Benoît Bastien
31,Sat,4/6/19,Amiens,1,2–2,2,Saint-Étienne,11832,Stade de la Licorne,Eric Wattellier
31,Sat,4/6/19,Angers,1.3,3–3,2.1,Rennes,12378,Stade Raymond Kopa,Nicolas Rainville
31,Sun,4/7/19,Reims,1.3,1–1,0.7,Lille,18642,Stade Auguste-Delaune II,Jérôme Brisard
31,Sun,4/7/19,Toulouse,2.9,1–0,0.8,Nantes,16264,Stadium Municipal,Florent Batta
31,Sun,4/7/19,Nice,0.8,1–0,0.7,Montpellier,17980,Stade de Nice,Ruddy Buquet
31,Sun,4/7/19,Paris S-G,3.7,2–2,0.8,Strasbourg,47419,Parc des Princes,Thomas Léonard
,,,,,,,,,,
27,Tue,4/9/19,Nîmes,1.5,3–1,0.6,Rennes,13142,Stade des Costières,Florent Batta
,,,,,,,,,,
32,Fri,4/12/19,Dijon,1.3,0–0,0.3,Amiens,12532,Stade Gaston Gérard,Karim Abed
32,Fri,4/12/19,Nantes,1,2–1,1,Lyon,25050,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard
32,Sat,4/13/19,Marseille,1.5,2–1,0.9,Nîmes,62614,Orange Vélodrome,Franck Schneider
32,Sat,4/13/19,Caen,0.6,0–1,1.6,Angers,17175,Stade Michel d'Ornano,Jeremy Stinat
32,Sat,4/13/19,Monaco,1.9,0–0,0.8,Reims,7094,Stade Louis II.,Willy Delajod
32,Sat,4/13/19,Strasbourg,1.1,3–3,2.1,Guingamp,25190,Stade de la Meinau,Antony Gautier
32,Sun,4/14/19,Montpellier,1.9,2–1,0.3,Toulouse,11986,Stade de la Mosson,Benoît Millot
32,Sun,4/14/19,Rennes,0.9,0–0,0.5,Nice,23706,Roazhon Park,Mikael Lesage
32,Sun,4/14/19,Saint-Étienne,2.1,3–0,0.5,Bordeaux,33935,Stade Geoffroy-Guichard,Ruddy Buquet
32,Sun,4/14/19,Lille,1.6,5–1,1.1,Paris S-G,49712,Stade Pierre-Mauroy,Benoît Bastien
,,,,,,,,,,
28,Wed,4/17/19,Nantes,1.6,3–2,0.9,Paris S-G,34471,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier
,,,,,,,,,,
33,Fri,4/19/19,Dijon,1.2,3–2,0.9,Rennes,12751,Stade Gaston Gérard,Olivier Thual
33,Fri,4/19/19,Lyon,2.5,2–1,0.6,Angers,43917,Groupama Stadium,Benoît Millot
33,Sat,4/20/19,Guingamp,1.2,1–3,2.1,Marseille,18164,Stade du Roudourou,Mikael Lesage
33,Sat,4/20/19,Strasbourg,0.7,1–3,2.4,Montpellier,25192,Stade de la Meinau,François Letexier
33,Sat,4/20/19,Nîmes,1.2,2–1,1,Bordeaux,17092,Stade des Costières,Florent Batta
33,Sat,4/20/19,Nice,1.9,0–1,0.7,Caen,17092,Stade de Nice,Jérôme Miguelgorry
33,Sun,4/21/19,Toulouse,0.6,0–0,1.5,Lille,15002,Stadium Municipal,Nicolas Rainville
33,Sun,4/21/19,Nantes,1.3,3–2,0.4,Amiens,19253,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard
33,Sun,4/21/19,Reims,0.8,0–2,1.5,Saint-Étienne,19102,Stade Auguste-Delaune II,Amaury Delerue
33,Sun,4/21/19,Paris S-G,2,3–1,1.3,Monaco,43581,Parc des Princes,Clément Turpin
,,,,,,,,,,
34,Fri,4/26/19,Bordeaux,0.8,2–3,3.1,Lyon,27455,Stade Matmut-Atlantique,Benoît Bastien
34,Sun,4/28/19,Amiens,0.6,0–0,0.4,Strasbourg,11833,Stade de la Licorne,Stéphanie Frappart
34,Sun,4/28/19,Caen,1.4,1–0,0.7,Dijon,19004,Stade Michel d'Ornano,Antony Gautier
34,Sun,4/28/19,Lille,2.6,5–0,1.1,Nîmes,36356,Stade Pierre-Mauroy,Amaury Delerue
34,Sun,4/28/19,Nice,2,3–0,0.8,Guingamp,16379,Stade de Nice,Hakim Ben El Hadj Salem
34,Sun,4/28/19,Angers,0.5,1–1,0.2,Reims,11464,Stade Raymond Kopa,Karim Abed
34,Sun,4/28/19,Saint-Étienne,1.7,2–0,1.3,Toulouse,28203,Stade Geoffroy-Guichard,Jeremy Stinat
34,Sun,4/28/19,Marseille,1.7,1–2,1.2,Nantes,51969,Orange Vélodrome,Johan Hamel
34,Tue,4/30/19,Montpellier,1.5,3–2,1.5,Paris S-G,20477,Stade de la Mosson,Mikael Lesage
34,Wed,5/1/19,Rennes,1.6,2–2,1.1,Monaco,28285,Roazhon Park,Eric Wattellier
,,,,,,,,,,
35,Fri,5/3/19,Strasbourg,1.3,1–1,1.2,Marseille,25962,Stade de la Meinau,Jérôme Miguelgorry
35,Sat,5/4/19,Paris S-G,2.8,1–1,0.9,Nice,47283,Parc des Princes,Franck Schneider
35,Sat,5/4/19,Reims,0.3,0–3,1.7,Nîmes,13314,Stade Auguste-Delaune II,Thomas Léonard
35,Sat,5/4/19,Bordeaux,0.5,0–1,0.5,Angers,18584,Stade Matmut-Atlantique,Nicolas Rainville
35,Sat,5/4/19,Guingamp,0.4,0–0,0,Caen,16879,Stade du Roudourou,Jérôme Brisard
35,Sun,5/5/19,Nantes,2.1,3–0,1,Dijon,19482,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien
35,Sun,5/5/19,Montpellier,0.7,1–1,0.2,Amiens,14330,Stade de la Mosson,Olivier Thual
35,Sun,5/5/19,Toulouse,2.3,2–2,1.7,Rennes,16794,Stadium Municipal,Willy Delajod
35,Sun,5/5/19,Monaco,2.3,2–3,0.9,Saint-Étienne,9047,Stade Louis II.,Benoît Millot
35,Sun,5/5/19,Lyon,2,2–2,2,Lille,56642,Groupama Stadium,Clément Turpin
,,,,,,,,,,
36,Fri,5/10/19,Saint-Étienne,1.3,0–1,1.5,Montpellier,35644,Stade Geoffroy-Guichard,Benoît Bastien
36,Sat,5/11/19,Angers,2.3,1–2,1.6,Paris S-G,14728,Stade Raymond Kopa,Florent Batta
36,Sat,5/11/19,Nîmes,1.2,1–0,0.9,Monaco,14811,Stade des Costières,Jeremy Stinat
36,Sat,5/11/19,Dijon,1.8,2–1,2,Strasbourg,13105,Stade Gaston Gérard,Hakim Ben El Hadj Salem
36,Sat,5/11/19,Amiens,0.6,0–0,0.4,Toulouse,11684,Stade de la Licorne,François Letexier
36,Sat,5/11/19,Nice,1.5,1–1,2.2,Nantes,16372,Stade de Nice,Stéphanie Frappart
36,Sat,5/11/19,Caen,1.6,3–2,1.8,Reims,18339,Stade Michel d'Ornano,Johan Hamel
36,Sun,5/12/19,Rennes,1.2,1–1,3,Guingamp,26119,Roazhon Park,Karim Abed
36,Sun,5/12/19,Lille,1.1,1–0,0.8,Bordeaux,41413,Stade Pierre-Mauroy,Mikael Lesage
36,Sun,5/12/19,Marseille,1.9,0–3,1.5,Lyon,61707,Orange Vélodrome,Ruddy Buquet
,,,,,,,,,,
37,Sat,5/18/19,Paris S-G,3.3,4–0,0.9,Dijon,47532,Parc des Princes,Jérôme Brisard
37,Sat,5/18/19,Guingamp,2.5,2–2,1.7,Nîmes,12096,Stade du Roudourou,Jérôme Miguelgorry
37,Sat,5/18/19,Montpellier,0.9,1–1,0.6,Nantes,16063,Stade de la Mosson,Ruddy Buquet
37,Sat,5/18/19,Saint-Étienne,1.7,3–0,1,Nice,36759,Stade Geoffroy-Guichard,Antony Gautier
37,Sat,5/18/19,Lille,2.8,5–0,1.3,Angers,42704,Stade Pierre-Mauroy,François Letexier
37,Sat,5/18/19,Bordeaux,0.6,0–1,1.3,Reims,14247,Stade Matmut-Atlantique,Eric Wattellier
37,Sat,5/18/19,Lyon,2.8,4–0,0.3,Caen,51408,Groupama Stadium,Amaury Delerue
37,Sat,5/18/19,Monaco,0.9,2–0,0.7,Amiens,10188,Stade Louis II.,Clément Turpin
37,Sat,5/18/19,Toulouse,1.7,2–5,2.3,Marseille,24293,Stadium Municipal,Franck Schneider
37,Sat,5/18/19,Strasbourg,1.7,0–2,0.9,Rennes,25086,Stade de la Meinau,Thomas Léonard
,,,,,,,,,,
38,Fri,5/24/19,Nîmes,1.6,2–3,1.3,Lyon,14986,Stade des Costières,François Letexier
38,Fri,5/24/19,Caen,0.5,0–1,1.1,Bordeaux,19355,Stade Michel d'Ornano,Clément Turpin
38,Fri,5/24/19,Marseille,1.3,1–0,0.8,Montpellier,53788,Orange Vélodrome,Antony Gautier
38,Fri,5/24/19,Nice,1.5,2–0,2.1,Monaco,23356,Stade de Nice,Ruddy Buquet
38,Fri,5/24/19,Nantes,1.5,0–1,0.9,Strasbourg,30636,Stade de la Beaujoire - Louis Fonteneau,Karim Abed
38,Fri,5/24/19,Dijon,1.4,2–1,0.5,Toulouse,14050,Stade Gaston Gérard,Mikael Lesage
38,Fri,5/24/19,Angers,1.8,1–1,1.2,Saint-Étienne,16011,Stade Raymond Kopa,Johan Hamel
38,Fri,5/24/19,Reims,1,3–1,1.8,Paris S-G,20299,Stade Auguste-Delaune II,Nicolas Rainville
38,Fri,5/24/19,Amiens,2,2–1,1.2,Guingamp,11932,Stade de la Licorne,Amaury Delerue
38,Fri,5/24/19,Rennes,2.4,3–1,1.3,Lille,28185,Roazhon Park,Olivier Thual